ID,Target
ID_BqDnDCbB,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo tɔ ɔ ɖo vi ɔ ɖo tɔ ɔ ɖo tɔ ɔ ɖo tɔ ɔ ɖo atin ɔ ɖo tɔ ɔ ɖo atin ɔ ɖo atin ɔ ɖo atin ɔ ɖo atin ɔ ɖo tɔ ɔ ɖo tɔ ɔ ɖo vi ɔ ɖo xwe ɔ ɖo xwe ɔ ɖo xwe ɔ ɖo xwe ɔ ɖo xwe ɔ ɖo atin ɔ ɖo atin ɔ ɖo atin ɔ ɖo vi ɔ ɖo atin ɔ ɖo atin ɔ ɖo atin ɔ ɖo atin ɔ ɖo xwe ɖo xwe ɖo xwe ɖo xwe
ID_BtYnwYwc,vi ɔ ɖo vi ɔ wε.
ID_BuHNIrVR,vi ɔ ɖo tɔ ɔ ɖo tɔ ɔ ɖo xwe ɔ mɛ
ID_BvrHKmpc,nùtɔ́
ID_BwGIdFhD,e nɔ wa nu nu bo na na wa nu nu e nɔ wa
ID_BxYhamzi,vi ɔ ɖo vi ɔ ɖo vi ɔ wɛ
ID_BycPDDMG,vi ɔ ɖo vi ɔ ɖo tɔ ɔ ɖo tɔ ɔ wɛ
ID_ByxAWOdR,e nɔ yi nu nu bo nɔ wa nu bo nɔ wa nu e nɔ wa
ID_BzkdIkOo,vi ɔ ɖo vi ɔ ɖo tɔ tɔn tɔn wɛ
ID_CADgryxA,vi ɔ ɖo xwe wε.
ID_CAGVLuWA,vi ɔ nɔ nɔ ɖɔ nu bo nɔ nɔ nɔ ɖɔ nu ye nɔ nɔ nɔ ɖɔ nu nu nu bo na nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na
ID_CCZPibxQ,vi ɔ ɖo vi ɔ nɔ nɔ nɔ nɔ ɖu nu ye nɔ ɖu nu ye nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ ɖo
ID_CCtGHPpi,vi ɔ ɖo vi ɔ ɖo vi ɔ wε
ID_CDKMUxrA,vi ɔ nɔ nɔ nɔ nɔ wa nu e nɔ wa nu e nɔ nɔ wa nu nu e nɔ nɔ nɔ nɔ nɔ nɔ wa nu nu e nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ na na na na na na na na na na na na na na na na na na na na na na na na
ID_CEGWCCBh,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ wε.
ID_CGeGIrGA,vi ce ɖo azɔ ɔ ɖo xwe ɔ ɖo xwe ɔ
ID_CIgjHCNw,vi ɔ nɔ yi wan nu mi ɖe ?
ID_CJBNUqzu,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo xwe tɔn lε lε
ID_CKIXubvE,vi ɔ ɖo xwe wɛ
ID_CLRHRstK,un ɖo vi ɔ wɛ
ID_CLXaPrNb,vi ɔ ɖo xwe wɛ
ID_CMbAyjCY,vi ɔ ɖo vi ɔ ɖo tɔ ɔ ɖo tɔ ɔ mɛ
ID_CMrfCzak,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ
ID_CNCVmQRJ,vi ɔ ɖo vi ɔ ɖo tɔ ɔ wε
ID_CNGXjwZH,vi ce ɖo vi ce wɛ
ID_COCFePAx,vi ɔ ɖo atin ɔ wε.
ID_COIMejYL,vi ɔ ɖo xwe wε.
ID_CORmGxIF,vi ɔ ɖo tɔ ɔ wɛ
ID_COnpaPbf,vi ɔ ɖo tɔ ɔ ɖo tɔ tɔn tɔn wɛ
ID_COzJWvUN,vi ce nɔ nɔ ɖo xwe ɔ ɖo xwe ɔ ɖo xwe ɔ wɛ
ID_CPKtFZaR,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo tɔ ɔ ɖo tɔ tɔn tɔn tɔn tɔn tɔn lε nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ ɖo
ID_CPdNvrzG,vi ɔ ɖo xwe wɛ ?
ID_CPtwpiXs,vi ɔ nɔ nɔ nɔ nɔ wa nu ye nɔ yi nu ye
ID_CQhZKFRf,vi ɔ ɖo atin ɔ wε.
ID_CRBGHvPi,vi ɔ ɖo tɔ ɔ ɖo xwe ɔ
ID_CRXGxFsz,vi ɔ ɖo xwe wε.
ID_CTHCMcUs,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo xwe ɔ wɛ
ID_CTPuSwLj,mi yi wan mi ?
ID_CUDZqPRK,vi lε nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nu ye ɖo ye ɖo ye nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ ɖo
ID_CVKgiqBQ,vi ce nɔ yi wan nu bo na wa nu nu mi
ID_CVkrXMqa,kofi wa ă
ID_CXUXqErb,vi ɔ ɖo vi ɔ wε
ID_CXVJHFmd,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo xwe ɔ ɖo xwe ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo xwe ɔ ɖo ye ɖo ye ɖo xwe ɔ ɖo ye ɖo xwe lε ɖo ye ɖo ye ɖo ye ɖo xwe ɔ ɖo xwe lε ɖo xwe lε ɖo xwe lε ɖo xwe lε ɖo ye ɖo xwe lε ɖo xwe ɔ ɖo ye ɖo xwe lε ɖo ye ɖo ye ɖo ye ɖo ye ɖo ye ɖo ye ɖo ye ɖo ye ɖo ye ɖo
ID_CXXVVFyM,vi ɔ ɖo vi ɔ ɖo vi ɔ wɛ
ID_CYGFmYvU,vi ɔ ɖo vi ɔ ɖo atin ɔ
ID_CYRtOGPO,vi ɔ ɖo atin ɔ wε.
ID_CZQaNTOW,vi lε nɔ nɔ nɔ nɔ nɔ nɔ nɔ yi nu nu nu ye nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na
ID_CdDTHUqk,vi ɔ ɖo vi ɔ wε
ID_CdWcijJl,vi ɔ ɖo atin ɔ wε.
ID_CfAyWZxK,vi ɔ ɖo vi ɔ wɛ
ID_CfDFFiXW,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ wɛ
ID_CgKSWKYb,mɛ e nɔ nɔ ɖɔ nu e nɔ wa nu e nɔ wa
ID_CglLvXux,xwe ɔ ɖo xwe wε
ID_ChbETfjq,vi ɔ nɔ nɔ wa nu bo nɔ nɔ wa nu nu bo nɔ wa
ID_ChnseylC,vi ɔ ɖo tɔ ɔ ɖo xwe ɔ mɛ
ID_ChulUMgK,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ
ID_CimrYEQJ,vi ɔ ɖo atin ɔ wε.
ID_CioHiNmj,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo tɔ ɔ ɖo tɔ ɔ ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo tɔ ɔ ɖo ye ɖo xwe lε ɖo tɔ ɔ ɖo vi ɔ ɖo ye ɖo tɔ ɔ ɖo tɔ ɔ ɖo ye ɖo xwe lε ɖo xwe lε ɖo xwe lε ɖo xwe lε ɖo vi ɔ ɖo tɔ ɔ ɖo ye ɖo ye ɖo ye ɖo xwe lε ɖo ye ɖo ye ɖo vi lε ɖo ye ɖo ye ɖo ye ɖo ye nɔ ɖo
ID_CixbIKtK,a na na na na na na na na yi nu nu ye
ID_CkRJtHQb,vi ɔ ɖo vi ɔ ɖo atin ɔ
ID_CmWncYys,un ɖo vi ɔ ɖo vi ɔ ɖo vi ɔ wɛ
ID_CnEiawZS,awii ɔ
ID_CngsirUH,vi lε nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nu nu ye nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ nɔ ɖo
ID_CoGabFER,vi ɔ nɔ yi wan nu mi ɖo azɔ lɛ
ID_CoIIXOVW,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo tɔ ɔ ɖo tɔ ɔ mɛ
ID_CoxNBwDt,vi ɔ nɔ nɔ nɔ ɖo xwe ɔ ɖo xwe ɔ
ID_CpJLcNwz,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo atin ɔ
ID_CpQBZOyC,un ɖo azɔ wɛ
ID_CqVCSZbd,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo atin ɔ
ID_CqiSCtPV,vi ɔ ɖo vi ɔ ɖo vi ɔ ɖo tɔ ɔ mɛ
ID_CrDqOBmQ,un nɔ nɔ yi wan nu bo na na na yi nu nu nu nu nu nu nu nu nu nu ye na na na na na na na na na na na na na na na na na na na na na na na na na na na yi nu nu nu nu nu nu nu ye na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na
ID_CropwoKt,un ɖo vi ɔ ɖo xwe ɔ wε
ID_CtNSBLwk,vi ɔ ɖo xwe ɔ ɖo xwe ɔ wε
ID_CtWJQyPW,vi ɔ nɔ nɔ ɖɔ nu vi ɔ ɖo xwe ɔ wɛ
ID_CtiBtaxn,vi ɔ ɖo atin ɔ wε.
